B01REC;B03LU;B03MA;B03MI;B03JU;B03VI;B03SA;B03DO;B07A;B12;B16T;B26;E01A;E01B;E01C;E01H;ED01;ED02;ED03;ED0504;ED06C;ED08;ED10;e01aimde;e01hde;pobrezai;pobnopoi
9;0;8;8;8;0;0;0;3;2;1600000;4;1600000;0;0;0;1;1;1;902; ;19;6;1581452,859;0;3;0
9;0;0;8;8;0;4;8;3;2;1400000;4;1400000;0;0;0;1;1;1;304; ;19;15;1383771,252;0;3;0
7;8;8;0;0;0;0;0;20;2;1760000;4;1760000;0;0;0;1;1;1;306; ;19;1;1761377,152;0;3;0
9;6;6;0;4;6;6;6;5;2;1000000;4;1000000;0;0;0;1;1;1;409; ;19;2;1000782,473;0;3;0
9;2;0;0;0;0;2;0;0;2;200000;4;200000;0;0;0;2;1;1;306; ;19;2;200156,495;0;1;1
6;8;8;0;4;8;8;8;0;2;1800000;4;1800000;0;0;0;1;1;1;305; ;19;15;1801408,451;0;2;1
8;8;8;8;0;5;8;8;12;2;3000000;1;3600000;0;0;0;3;1;1;409; ;19;2;3605638,215;0;3;0
9;8;8;8;0;5;8;8;0;2;4000000;4;4000000;0;0;0;2;1;1;2405;1;19;2;4006264,683;0;3;0
7;8;8;0;4;8;8;8;10;2;1800000;4;1800000;0;0;0;1;1;1;903; ;19;2;1794388,153;0;3;0
5;12;12;6;12;12;12;12;0;2;1200000;4;1200000;0;0;0;2;1;1;903; ;19;2;1196258,769;0;3;0
2;12;0;0;12;0;12;0;3;1;3300000;3;3300000;800000;0;0;2;1;1;2404;1;19;2;3289711,613;0;3;0
9;1;0;0;0;1;1;1;6;2;700000;4;700000;0;0;0;2;1;1;306; ;19;1;697817,615;0;3;0
2;4;8;0;0;0;0;8;14;1;2700000;1;2860000;1000000;0;0;2;1;1;2404;10;19;2;2851083,398;0;3;0
9;8;8;0;0;8;8;8;2;2;1600000;4;1600000;0;0;0;2;1;1;903; ;19;15;1595011,691;0;3;0
9;0;0;5;8;8;8;8;0;2;1400000;4;1400000;0;0;0;1;1;1;306; ;19;12;1400000;0;3;0
9;0;0;0;5;5;5;5;8;2;250000;4;250000;0;0;0;1;1;1;2405;14;19;1;250000;0;3;0
9;0;0;0;5;5;0;0;5;2;250000;4;250000;250000;0;0;1;1;1;903; ;19;1;250000;0;3;0
7;9;0;6;9;9;9;9;3;2;1800000;4;1800000;0;0;0;1;1;1;503; ;19;2;1800000;0;3;0
5;12;12;12;12;12;12;0;15;2;2500000;3;2500000;0;0;0;2;1;1;306; ;19;6;2500000;0;3;0
7;8;0;4;8;8;8;8;2;2;3000000;3;3500000;0;0;0;2;1;1;2405;1;19;2;3500000;0;3;0
4;0;0;0;8;8;8;8;5;1;2500000;3;2500000;0;0;0;2;1;1;2403;14;19;2;2500000;0;3;0
8;8;0;5;8;8;8;8;9;2;1200000;1;1200000;0;0;0;1;1;1;304; ;19;2;1200000;0;2;1
9;8;5;8;8;8;8;8;0;2;2200000;4;2200000;0;0;0;2;1;1;903; ;19;2;2200000;0;3;0
6;6;6;6;6;6;6;6;16;2;1000000;4;1500000;2320000;0;0;2;1;1;303; ;19;1;1502349,256;0;3;0
9;5;0;0;0;5;5;0;16;6;300000;4;300000;0;0;0;2;1;1;303; ;19;1;300469,851;0;3;0
9;5;0;0;0;5;5;0;3;6;300000;4;300000;0;0;0;2;1;1;407; ;19;2;300469,851;0;3;0
9;8;8;8;8;8;8;8;15;2;500000;4;500000;0;400000;0;1;1;1;304; ;19;2;492681,048;0;2;1
5;15;15;15;15;15;15;15;0;2;2000000;1;2000000;0;0;0;1;1;1;903; ;19;1;1970724,191;0;3;0
3;9;9;9;9;0;4;9;1;2;3000000;1;3000000;0;0;0;2;1;1;2404;1;19;2;2965224,111;0;3;0
5;9;9;9;9;0;5;9;17;2;2000000;3;2325000;0;0;0;2;1;1;1003; ;19;2;2298048,686;0;3;0
7;8;8;8;8;0;5;8;15;2;3420000;3;3960000;0;0;0;2;1;1;407; ;19;2;3914095,827;0;3;0
8;0;8;8;8;0;0;8;4;2;3200000;4;3200000;0;0;0;3;1;1;903; ;19;2;3162905,719;0;3;0
5;8;8;8;8;0;8;8;3;2;2150000;4;3350000;0;0;0;2;1;1;306; ;19;7;3311166,924;0;3;0
3;4;4;0;0;4;4;4;1;1;1500000;2;1500000;0;0;0;2;1;1;606; ;19;2;1507069,914;0;3;0
3;8;8;0;4;8;8;8;7;2;3000000;3;3000000;0;0;0;3;1;1;2403;14;19;2;3014139,827;0;3;0
1;8;8;0;4;8;8;8;2;2;4000000;3;4000000;0;0;0;3;1;1;2405;1;19;2;4018853,103;0;3;0
9;6;6;0;0;6;6;6;6;1;1400000;3;1400000;0;0;0;2;1;1;306; ;19;14;1406598,586;0;3;0
8;8;0;8;8;8;8;8;0;2;2500000;3;2500000;0;0;0;2;1;1;2002;7;19;2;2500000;0;3;0
4;4;0;4;4;4;4;4;5;2;1200000;4;1200000;0;0;0;1;1;1;306; ;19;1;1200000;0;2;1
5;8;0;8;8;8;8;8;0;2;800000;4;800000;0;0;0;1;1;1;903; ;19;2;800000;0;2;1
5;12;12;12;12;12;12;12;10;2;2550000;1;2550000;0;0;0;2;1;1;606; ;19;2;2550000;0;3;0
1;4;0;0;4;4;4;4;8;1;2000000;1;2000000;5000000;0;0;2;1;1;2404;1;19;2;2000000;0;3;0
9;3;0;0;3;3;3;3;0;2;500000;4;500000;0;0;0;1;1;1;305; ;19;1;500000;0;2;1
9;6;0;0;6;6;6;6;0;6;350000;4;670000;0;0;0;2;1;1;903; ;19;1;670000;0;2;1
9;6;0;6;0;0;6;0;1;6;200000;4;200000;0;0;0;2;1;1;409; ;19;1;200156,495;0;3;0
6;8;8;8;0;0;8;8;2;2;1540000;4;1540000;0;0;0;2;1;1;305; ;19;1;1541205,008;0;3;0
7;8;8;8;0;8;8;8;5;2;2000000;4;2000000;0;0;0;1;1;1;409; ;19;14;2001564,945;0;2;1
7;8,3;8,3;8,3;0;4,3;8,3;8,3;3;2;2200000;4;2200000;0;0;0;1;1;1;503; ;19;2;2200000;0;3;0
8;15;15;15;0;0;15;15;5;2;2500000;4;2500000;0;0;0;2;1;1;606; ;19;2;2500000;0;3;0
7;8,3;8,3;8,3;0;5;8,3;8,3;0;2;1200000;4;1200000;0;0;0;1;1;1;903; ;19;2;1200000;0;2;1
9;9;9;9;0;8;9;9;0;6;800000;4;1200000;0;0;0;1;1;1;305; ;19;7;1200000;0;2;1
9;5;5;0;0;5;5;5;0;2;1000000;4;1000000;0;0;0;1;1;1;409; ;19;1;1000000;0;2;1
8;8;5;0;0;8;8;0;8;2;1800000;4;1800000;0;0;0;1;1;1;306; ;19;15;1800000;0;3;0
5;12;12;12;0;12;12;12;2;2;2650000;4;2650000;0;0;0;2;1;1;902; ;19;2;2650000;0;3;0
9;7;7;7;0;4;7;7;1;6;880000;4;1480000;0;0;0;2;1;1;407; ;19;7;1480000;0;3;0
2;0;0;0;0;0;0;0;3;2;1500000;3;1500000;2000000;0;0;2;1;1;2103;4;19;2;1507069,914;0;3;0
5;0;0;12;12;0;0;0;0;2;1250000;3;1250000;1500000;0;0;2;1;1;306; ;19;2;1255891,595;0;3;0
7;8;8;8;0;8;8;8;16;2;1440000;4;1440000;0;0;0;2;1;1;409; ;19;2;1446787,117;0;3;0
7;8;8;8;0;8;8;8;3;2;1440000;4;1440000;0;0;0;3;1;1;903; ;19;2;1446787,117;0;3;0
7;8;8;8;0;0;8;8;12;1;8000000;1;9500000;0;0;0;2;1;1;2404;1;19;2;9544776,119;0;3;0
3;9;9;9;0;0;9;9;7;2;4500000;1;4500000;0;0;0;2;1;1;2404;1;19;2;4521209,741;0;3;0
7;8;8;8;0;4;8;8;17;2;2000000;4;2000000;0;0;0;1;1;1;303; ;19;14;2009426,551;0;2;1
9;8;0;5;8;8;8;8;3;2;1600000;4;1600000;0;0;0;1;2;1;306; ;19;15;1600000;0;2;1
9;12;12;12;12;12;12;12;2;6;2000000;4;2000000;0;0;0;1;1;1;304; ;19;2;2000000;0;2;1
9;8;0;8;8;8;8;8;1;2;1920000;4;2400000;0;0;0;1;1;1;409; ;19;2;2400000;0;3;0
9;9;0;5;9;9;9;9;2;2;1600000;4;1600000;0;0;0;1;1;1;306; ;19;1;1600000;0;3;0
9;7,3;0;4;7,3;7,3;7,3;7,3;1;6;500000;4;980000;0;0;0;1;1;1;901; ;19;1;980000;0;3;0
8;9;5;9;9;9;9;9;2;2;2000000;4;2000000;0;0;0;1;1;1;305; ;19;1;2000000;0;3;0
7;10;0;0;0;10;10;10;12;2;2000000;4;2000000;0;0;0;1;1;1;306; ;19;2;1993764,614;0;3;0
9;10;10;10;10;10;10;10;3;6;400000;4;400000;0;0;0;2;1;1;306; ;19;1;398752,923;0;2;1
7;10;0;0;5;10;10;10;3;2;2580000;4;3080000;0;0;0;2;1;1;306; ;19;6;3070397,506;0;3;0
6;5;0;0;5;10;10;10;2;2;2000000;4;2000000;0;0;0;2;1;1;302; ;19;1;1993764,614;0;1;1
8;8;8;5;8;8;8;8;8;2;3000000;4;3000000;0;0;0;2;1;1;903; ;19;2;2990646,921;0;3;0
7;9;9;0;5;9;9;9;14;2;2500000;4;2500000;0;0;0;1;1;1;408; ;19;2;2492205,768;0;3;0
9;5;5;0;5;5;5;5;0;6;500000;4;500000;0;0;0;1;1;1;306; ;19;14;498441,154;0;2;1
9;0;0;0;4;8;8;8;1;2;1760000;4;1760000;0;0;0;1;1;1;903; ;19;2;1754512,86;0;3;0
6;8;8;8;4;8;8;8;10;2;1900000;4;1900000;0;0;0;1;1;1;901; ;19;2;1901486,698;0;3;0
3;8;8;8;0;0;8;8;5;2;3000000;3;3300000;0;0;0;1;1;1;2002;7;19;2;3302582,16;0;3;0
5;12;0;12;12;12;12;12;0;2;1500000;4;1500000;0;0;0;1;1;1;408; ;19;2;1488363,072;0;3;0
8;9;0;5;9;9;9;9;4;2;2080000;4;2080000;0;0;0;1;1;1;409; ;19;1;2073515,199;0;3;0
9;6;0;0;6;6;6;6;0;6;1060000;4;1460000;0;0;0;1;1;1;306; ;19;7;1455448,168;0;3;0
9;8;0;5;8;8;8;8;4;2;2100000;4;2340000;0;0;0;1;1;1;305; ;19;1;2332704,599;0;2;1
9;8;0;0;8;8;8;8;3;2;1300000;4;1300000;0;0;0;1;1;1;902; ;19;2;1295946,999;0;3;0
9;8;0;0;8;8;8;8;2;2;1200000;4;1200000;0;0;0;1;1;1;306; ;19;1;1196258,769;0;3;0
9;8;0;0;8;8;8;8;0;2;1200000;4;1200000;0;0;0;1;1;1;306; ;19;1;1196258,769;0;3;0
9;8;0;0;8;8;8;8;0;2;1200000;4;1200000;0;0;0;1;1;1;408; ;19;1;1196258,769;0;3;0
2;6;6;0;0;6;6;6;5;1;2000000;1;2000000;0;0;0;2;1;1;2404;1;19;2;2009426,551;0;3;0
9;9;0;0;5;5;9;0;1;2;1280000;4;1280000;0;0;0;1;1;1;409; ;19;12;1286032,993;0;2;1
1;8;8;0;0;8;8;8;5;1;6000000;1;6000000;0;0;0;2;1;1;2103;3;19;2;6028279,654;0;3;0
7;8;8;0;8;8;8;8;12;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;1;2009426,551;0;3;0
8;10;8;0;8;8;10;10;16;2;1400000;4;1840000;0;0;0;2;1;1;409; ;19;2;1840000;0;3;0
9;5;5;0;5;5;5;5;5;2;1400000;4;1400000;0;0;0;1;2;1;301; ;19;6;1400000;0;2;1
8;8;8;0;8;8;8;8;17;2;2500000;4;2500000;0;0;0;2;1;1;606; ;19;1;2500000;0;3;0
9;8;12;12;8;8;8;8;0;2;1000000;4;1000000;0;0;0;1;1;1;306; ;19;15;988408,037;0;3;0
9;5;0;5;5;5;5;5;3;2;500000;4;500000;0;0;0;1;1;1;902; ;19;15;494204,019;0;3;0
7;8;8;8;8;8;8;8;10;2;3000000;3;3600000;0;0;0;1;1;1;901; ;19;2;3558268,934;0;3;0
9;8;0;8;0;0;0;0;20;6;560000;4;560000;600000;0;0;2;1;1;303; ;19;1;551802,773;0;3;0
4;12;12;12;0;8;12;12;7;2;2300000;1;3300000;0;0;0;2;1;1;2403;14;19;14;3251694,915;0;3;0
4;12;0;0;0;0;0;0;0;2;1700000;4;1700000;0;0;0;2;1;1;2402;14;19;14;1675115,562;0;3;0
7;10;10;10;0;5;10;10;30;2;2400000;4;2400000;0;0;0;2;1;1;304; ;19;2;2364869,029;0;3;0
9;8;8;8;8;8;8;8;10;1;2000000;2;2000000;0;0;0;2;1;1;903; ;19;1;1970724,191;0;2;1
5;8;8;8;0;8;8;8;0;6;500000;4;500000;0;0;0;2;1;1;407; ;19;1;492681,048;0;2;1
2;0;8;0;9;8;0;8;0;2;1000000;4;1000000;0;0;0;1;1;1;2404;1;19;1;985362,096;0;3;0
7;8;8;8;0;5;8;8;3;2;2400000;4;2400000;0;0;0;3;1;1;306; ;19;1;2364869,029;0;3;0
9;8;8;8;0;8;8;8;10;6;1500000;4;1500000;0;0;0;3;1;1;305; ;19;1;1478043,143;0;3;0
7;5;10;10;0;0;10;10;0;2;2000000;4;2600000;0;0;0;1;1;1;303; ;19;1;2569860,896;0;3;0
9;8;8;8;0;8;8;8;1;6;1700000;4;2200000;0;0;0;2;1;1;2401;14;19;14;2174497,682;0;3;0
5;5;5;5;0;0;0;5;0;6;400000;4;600000;0;0;0;2;1;1;903; ;19;14;593044,822;0;3;0
8;8;8;8;0;8;8;8;2;2;2550000;1;2550000;0;0;0;2;1;1;903; ;19;2;2520440,495;0;3;0
7;9;9;9;0;5;9;9;3;2;2500000;4;2500000;0;0;0;2;1;1;606; ;19;2;2471020,093;0;3;0
9;6;6;6;0;6;6;6;6;6;1600000;4;2320000;0;0;0;1;1;1;2401;14;19;3;2293106,646;0;3;0
8;8;8;8;0;8;8;8;0;2;2480000;4;2480000;0;0;0;1;1;1;409; ;19;2;2451251,932;0;3;0
9;4;4;0;0;0;4;4;5;6;800000;4;800000;0;0;0;1;1;1;903; ;19;14;790726,43;0;3;0
7;10;10;10;0;10;10;10;10;2;2500000;1;2750000;300000;0;0;1;1;1;303; ;19;2;2718122,102;0;3;0
9;2,3;0;0;2,3;0;2,3;0;3;2;520000;4;520000;0;0;0;3;1;1;2402;14;19;1;518378,8;0;3;0
8;12;0;0;12;12;12;12;0;2;2868500;1;2883875;0;0;0;3;1;1;409; ;19;2;2874883,963;0;3;0
2;4;0;0;0;4;0;0;5;1;1085300;1;1085300;0;0;0;3;1;1;2404;1;19;5;1081916,368;0;3;0
2;4;0;0;4;4;4;4;5;1;2455000;1;2455000;0;0;0;3;1;1;2405;1;19;5;2447346,064;0;3;0
7;8;0;0;8;8;8;8;21;2;1600000;4;1600000;0;0;0;2;1;1;606; ;19;2;1595011,691;0;2;1
9;8;0;8;8;8;8;8;10;6;1200000;4;1800000;0;0;0;2;1;1;306; ;19;2;1794388,153;0;3;0
6;6;0;6;6;6;6;6;5;6;600000;4;1000000;0;0;0;2;1;1;503; ;19;1;996882,307;0;3;0
8;8;0;8;8;8;8;8;20;2;3000000;1;3000000;0;0;0;3;1;1;604; ;19;2;2990646,921;0;3;0
4;11;0;5;11;11;11;11;9;2;2000000;1;2000000;0;0;0;2;1;1;2002;7;19;1;1993764,614;0;2;1
8;0;0;0;5;8;8;8;2;2;2000000;1;3167000;0;0;0;3;1;1;902; ;19;15;3167000;0;3;0
7;9;9;0;9;9;9;9;10;2;3500000;1;4500000;0;0;0;3;1;1;306; ;19;2;4500000;0;3;0
5;4;8;0;0;8;8;8;0;2;2000000;4;2600000;0;0;0;2;1;1;902; ;19;2;2600000;0;3;0
6;8;8;0;8;8;8;8;13;2;2000000;4;2000000;0;0;0;2;1;1;407; ;19;2;2000000;0;3;0
7;0;8;2;0;8;8;8;0;2;2400000;4;2400000;0;0;0;2;1;1;407; ;19;2;2400000;0;3;0
7;9;0;0;0;9;9;9;16;2;2920000;4;2920000;0;0;0;1;1;1;306; ;19;2;2920000;0;3;0
9;10;10;5;10;10;10;10;0;2;1000000;4;1000000;0;0;0;1;2;1;0; ;19;11;1000000;0;3;0
9;8;8;0;0;8;8;8;2;2;2000000;1;2000000;0;0;0;2;1;1;1203; ;19;1;2000000;0;3;0
5;12;12;12;12;12;12;12;17;2;2500000;1;2500000;0;0;0;2;1;1;606; ;19;2;2501956,182;0;3;0
9;5;5;5;0;0;5;5;6;6;1200000;4;1200000;200000;0;0;2;1;1;306; ;19;1;1200938,967;0;3;0
8;12;12;12;0;12;12;12;6;2;2400000;4;2400000;0;0;0;2;1;1;503; ;19;14;2401877,934;0;3;0
9;8,3;8,3;8,3;0;4,3;8,3;8,3;5;2;2200000;4;2200000;0;0;0;2;1;1;306; ;19;1;2201721,44;0;3;0
9;8,3;8,3;8,3;0;4,3;8,3;8,3;5;2;1600000;4;1600000;0;0;0;2;1;1;306; ;19;1;1601251,956;0;3;0
7;8,3;8,3;8,3;0;0;0;0;15;2;1800000;4;2000000;0;0;0;2;1;1;606; ;19;2;2001564,945;0;2;1
7;8;8;8;0;4;8;8;2;2;2200000;4;2200000;0;0;0;1;1;1;409; ;19;2;2201721,44;0;3;0
9;8;8;8;0;4;8;8;0;2;1600000;4;1600000;0;0;0;1;1;1;407; ;19;15;1601251,956;0;3;0
7;8;4;4;0;4;6;6;3;2;2400000;4;3200000;0;0;0;2;1;1;903; ;19;1;3202503,912;0;3;0
7;0;0;0;0;4;8;8;5;2;2200000;4;2200000;0;0;0;1;1;1;306; ;19;2;2201721,44;0;3;0
9;9;9;9;0;9;9;9;3;2;2300000;1;2780000;0;0;0;1;1;1;409; ;19;1;2782175,274;0;2;1
9;0;3;0;0;3;0;3;3;2;350000;4;350000;0;0;0;3;1;1;306; ;19;14;350000;0;3;0
9;0;0;0;8;0;0;0;15;6;200000;4;200000;0;0;0;1;1;1;407; ;19;14;200313,234;0;1;1
8;8;8;0;5;8;8;8;17;2;2000000;4;2000000;0;0;0;1;1;1;502; ;19;1;2003132,341;0;3;0
9;5;5;2;5;5;5;5;2;6;800000;4;800000;0;0;0;2;1;1;408; ;19;1;801252,937;0;3;0
9;8;8;0;8;8;8;8;1;2;2500000;4;2500000;0;0;0;1;1;1;304; ;19;2;2503915,427;0;3;0
9;8;8;0;5;8;8;8;1;2;1600000;4;2000000;0;0;0;1;1;1;304; ;19;1;2003132,341;0;3;0
5;0;0;0;0;8;8;8;0;6;1500000;4;1500000;0;0;0;1;1;1;409; ;19;2;1482612,056;0;3;0
5;7;7;7;7;7;7;7;0;2;650000;4;998000;0;0;0;2;1;1;903; ;19;14;986431,221;0;3;0
8;8;0;8;8;8;8;8;8;2;2244000;1;2989600;0;0;0;2;1;1;409; ;19;7;2954944,668;0;3;0
9;0;0;0;0;0;0;0;6;6;1000000;4;1000000;0;0;0;2;1;1;304; ;19;1;988408,037;0;3;0
7;0;0;8;8;0;8;0;20;2;1080000;4;2000000;0;0;0;1;1;1;304; ;19;15;1976816,074;0;3;0
9;3;0;0;3;3;3;3;5;2;900000;3;900000;200000;0;0;3;1;1;605; ;19;2;889567,233;0;1;1
9;0;0;0;5;5;5;0;10;2;500000;4;820000;0;0;0;1;1;1;2404;1;19;5;810494,59;0;2;1
8;8;0;5;8;8;8;8;5;2;2600000;3;2600000;0;0;0;1;1;1;903; ;19;1;2569860,896;0;3;0
9;6;6;6;6;0;6;6;12;6;700000;4;1900000;0;0;0;3;1;1;903; ;19;1;1902975,724;0;3;0
9;9;9;9;9;0;9;9;1;2;1680000;4;1680000;0;0;0;3;1;1;1204; ;19;2;1682631,167;0;3;0
9;9;9;9;9;9;9;9;6;2;1500000;4;1800000;0;0;0;1;1;1;409; ;19;2;1802819,107;0;2;1
3;6;6;6;6;0;0;6;22;1;3190000;1;3190000;0;0;0;2;1;1;2404;1;19;2;3194996,085;0;3;0
3;6;6;6;6;0;0;6;7;1;3900000;1;3900000;0;0;0;2;1;1;2406;1;19;2;3906108,066;0;3;0
3;8;8;8;8;0;8;8;2;2;2500000;1;3150000;0;0;0;1;1;1;903; ;19;16;3154933,438;0;3;0
8;8;8;8;8;0;5;8;7;2;2550000;4;2550000;0;0;0;2;1;1;2404;14;19;2;2553993,735;0;3;0
3;8;8;8;8;0;0;8;0;1;2500000;3;2500000;0;0;0;2;1;1;2405;1;19;2;2503915,427;0;3;0
5;12;12;12;12;0;12;12;4;1;2750000;3;2750000;0;0;0;2;1;1;903; ;19;3;2754306,969;0;3;0
5;8;8;8;8;0;8;8;6;2;2370000;1;2370000;0;0;0;1;1;1;2404;1;19;2;2373711,825;0;3;0
9;7;7;0;5;0;7;7;18;6;700000;4;1000000;0;0;0;1;1;1;408; ;19;14;1001566,171;0;3;0
7;9;9;0;9;0;5;9;2;2;2200000;4;2200000;0;0;0;1;1;1;306; ;19;14;2203445,576;0;3;0
9;4;4;4;4;0;4;4;15;6;500000;4;500000;0;0;0;2;1;1;903; ;19;2;500783,085;0;2;1
9;0;0;8;8;8;8;8;30;6;800000;4;800000;0;0;0;3;1;1;606; ;19;1;807576,953;0;2;1
9;9;9;9;9;9;9;9;0;2;1000000;4;2400000;0;0;0;3;1;1;1003; ;19;1;2422730,86;0;2;1
7;10;0;10;10;10;10;10;1;2;700000;4;700000;0;0;0;3;1;1;1003; ;19;2;706629,834;0;2;1
3;6;0;0;6;6;6;6;13;1;4000000;1;4000000;3300000;0;0;2;1;1;2405;14;19;15;4037884,767;0;3;0
5;0;6,3;7;0;0;0;0;12;2;1200000;4;1700000;0;0;0;2;1;1;901; ;19;15;1716101,026;0;3;0
9;6;0;0;6;6;6;6;25;6;700000;4;1000000;0;0;0;2;1;1;2402;14;19;1;1009471,192;0;3;0
9;5;0;5;5;5;5;5;3;2;1400000;1;2150000;0;0;0;1;1;1;503; ;19;1;2170363,062;0;2;1
5;7;7;7;7;7;7;7;1;1;2500000;3;3700000;0;0;0;2;1;1;903; ;19;2;3735043,41;0;3;0
9;9;0;5;9;9;9;9;2;2;1750000;4;1750000;0;0;0;2;1;1;903; ;19;2;1766574,586;0;3;0
3;5;0;5;5;5;5;5;5;1;2200000;3;2200000;0;0;0;2;1;1;2403;14;19;3;2200000;0;3;0
5;9;5;9;9;9;9;9;1;2;1500000;4;1500000;0;0;0;2;1;1;1003; ;19;1;1500000;0;2;1
3;0;0;0;8;8;8;8;9;1;3500000;1;3500000;0;0;0;2;1;1;2405;1;19;5;3489088,075;0;3;0
4;0;0;0;6;6;6;6;24;1;3400000;1;3470000;3000000;0;0;3;1;1;2402;14;19;1;3459181,606;0;3;0
7;7;0;10;10;10;10;10;1;2;1200000;4;1920000;0;0;0;3;1;1;1003; ;19;2;1914014,03;0;3;0
5;10;6;10;10;10;10;10;10;2;1600000;4;1600000;0;0;0;2;1;1;2403;14;19;3;1595011,691;0;2;1
9;0;0;0;5;5;5;5;0;6;500000;4;500000;0;0;0;2;1;1;306; ;19;1;498441,154;0;2;1
5;8;0;8;8;8;8;8;0;2;1000000;4;1168000;0;0;0;3;1;1;903; ;19;14;1164358,535;0;3;0
2;0;0;0;8;8;8;8;12;1;6500000;1;6500000;0;0;0;3;1;1;2406;1;19;2;6479734,996;0;3;0
4;8;8;8;0;0;8;8;15;1;7000000;1;7000000;0;0;0;3;1;1;2405;1;19;15;6897534,669;0;3;0
8;8;8;8;0;8;8;8;0;6;800000;4;1200000;0;0;0;2;1;1;409; ;19;15;1182434,515;0;3;0
9;6;0;6;0;6;6;0;4;6;900000;4;1300000;0;0;0;1;1;1;2401;14;19;3;1280970,724;0;2;1
3;8;8;8;0;0;8;8;14;1;2500000;1;2500000;0;0;0;3;1;1;2405;14;19;2;2511783,189;0;3;0
3;6;6;6;0;0;6;6;4;1;3330000;3;3330000;0;0;0;3;1;1;2404;1;19;2;3345695,208;0;3;0
9;6;6;6;0;6;6;6;0;6;1500000;4;1500000;0;0;0;2;1;1;903; ;19;1;1507069,914;0;3;0
10;12;12;12;0;12;12;12;8;1;4000000;1;4000000;0;0;0;2;1;1;2302;6;19;2;4018853,103;0;3;0
5;6;6;6;0;6;6;6;0;6;400000;4;400000;0;0;0;3;1;1;903; ;19;14;401885,31;0;3;0
10;0;0;0;0;0;0;0;4;1;2500000;1;2500000;0;0;0;3;1;1;2302;6;19;2;2511783,189;0;3;0
7;8;8;8;0;4;8;8;12;2;4500000;1;4500000;0;0;0;1;1;1;903; ;19;16;4521209,741;0;3;0
6;5;5;5;0;0;5;5;2;2;660000;4;660000;0;0;0;1;1;1;502; ;19;15;661033,673;0;2;1
9;8;8;8;0;8;8;8;10;2;600000;4;1400000;0;0;0;1;1;1;409; ;19;2;1402192,639;0;2;1
9;9;0;0;0;9;9;9;4;2;1680000;4;1680000;0;0;0;1;2;1;304; ;19;15;1682631,167;0;3;0
4;8;8;8;0;0;8;8;7;1;2680000;3;2680000;0;0;0;3;1;1;2405;1;19;2;2684197,338;0;3;0
9;8;8;8;0;8;8;8;27;6;500000;4;760000;0;0;0;1;1;1;606; ;19;2;761190,29;0;3;0
5;8;8;8;0;8;8;8;7;2;1200000;4;1200000;0;0;0;3;1;1;903; ;19;2;1201879,405;0;3;0
5;0;0;0;8;8;8;8;1;2;1600000;4;1600000;0;0;0;1;1;1;1304; ;19;14;1602505,873;0;3;0
1;0;0;0;0;0;0;0;0;1;5133000;1;8266000;0;0;0;3;1;1;2405;1;19;5;8278945,967;0;3;0
10;8;8;8;8;0;0;8;5;1;4200000;1;4200000;0;0;0;2;1;1;2302;6;19;2;4203286,385;0;3;0
10;8;12;12;8;8;8;8;8;1;4000000;1;4800000;0;0;0;2;1;1;2302;6;19;3;4822623,723;0;3;0
4;8;8;8;8;8;8;8;0;2;2800000;3;2800000;0;0;0;2;1;1;903; ;19;3;2813197,172;0;3;0
4;8;0;8;8;8;8;8;3;2;1200000;3;1980000;0;0;0;3;1;1;2404;1;19;2;1989332,286;0;3;0
9;9;0;9;9;9;9;9;1;2;1920000;4;1920000;0;0;0;1;1;1;305; ;19;7;1929049,489;0;3;0
8;9;0;6;9;9;9;9;0;2;2700000;1;3200000;0;0;0;2;1;1;2404;14;19;2;3215082,482;0;3;0
4;8;8;8;8;8;8;8;4;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;2;2009426,551;0;3;0
2;6;0;0;6;6;6;6;20;1;14000000;1;14000000;3500000;0;0;2;1;1;2406;1;19;2;13956352,3;0;3;0
5;10;0;5;10;10;10;10;6;2;3000000;1;3000000;0;0;0;2;1;1;2405;14;19;18;2990646,921;0;3;0
10;12;12;0;12;12;12;12;12;1;4500000;1;4500000;0;0;0;2;1;1;2302;6;19;2;4485970,382;0;3;0
2;8;0;12;0;8;12;0;4;1;4500000;1;4500000;0;0;0;1;1;1;2404;1;19;1;4485970,382;0;3;0
9;6;6;6;6;6;6;6;0;2;1000000;4;1000000;0;0;0;2;1;1;903; ;19;14;996882,307;0;3;0
5;12;0;12;12;12;12;12;12;1;5000000;1;5000000;0;0;0;2;1;1;2302;6;19;15;5003912,363;0;3;0
9;12;0;12;12;12;12;12;0;2;2500000;3;2500000;0;0;0;2;1;1;306; ;19;2;2501956,182;0;3;0
6;3;3;3;3;3;3;3;12;2;1000000;4;1000000;0;0;0;1;1;1;407; ;19;6;996882,307;0;3;0
9;9;9;0;9;9;9;9;20;2;1000000;3;2000000;0;0;0;1;1;1;604; ;19;1;1993764,614;0;3;0
7;8;0;0;8;0;0;8;25;2;2000000;4;2000000;0;0;0;2;1;1;501; ;19;1;2018942,384;0;3;0
9;0;0;0;0;0;0;0;5;6;900000;4;1400000;474000;0;0;2;1;1;1003; ;19;2;1413259,669;0;3;0
5;10,3;10,3;10,3;10,3;0;10,3;10,3;5;2;2580000;3;2580000;0;0;0;2;1;1;903; ;19;2;2604435,675;0;3;0
